source_report,report_entry_index,image_name,image_id,ambient_parse_status,ambient_temperature_c,reflected_temperature_c,distance_m,emissivity,humidity_percent,humidity_use_status,report_capture_datetime,created_time,modified_time,gps_latitude_report,gps_longitude_report,camera_model_report,serial_number_report,focal_length_report,aperture_report,image_width_report,image_height_report,is_part_b_pilot,part_b_selection_rank,metadata_match_status,pair_id,location,dataset_folder,capture_date,t_path,v_path,metadata_capture_datetime,metadata_gps_latitude,metadata_gps_longitude,raw_parameter_text
data/local_external/tat3_reports/raw/combined_report__2026_07_15_22_43_23.docx,131,DJI_20260107144850_0133_T.JPG,DJI_20260107144850_0133,ok,9.0,9.0,5.0,0.95,50.0,not_used_unreliable_tat3_export,2026-01-07 14:48:50,2026/01/07 14:48:50,2026/01/07 14:48:50,22.334794,114.265995,M4T,1581F7K3C257S00DV7D3,12.0 mm,f/1.0,640,512,False,,vt_pair,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107144850_0133,HKUST,20260107_Thermal_HKUST,2026-01-07,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107144850_0133_T.JPG,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107144850_0133_V.JPG,2026-01-07 14:48:50,22.33479444444444,114.2659944444444,"DJI_20260107144850_0133_T.JPG
DJI_20260107144850_0133_T.JPG
2026/01/07 14:48:50
参数
距离
5 m
空气湿度
50%
发射率
0.95
反射温度
9.0℃
环境温度
9.0℃
图像信息
设备型号
M4T
序列号
1581F7K3C257S00DV7D3
焦距
12.0 mm
光圈
f/1.0
宽度
640
高度
512
创建时间
2026/01/07 14:48:50
修改时间
2026/01/07 14:48:50
经纬度
22.334794, 114.265995
文本注释"
data/local_external/tat3_reports/raw/combined_report__2026_07_15_22_43_23.docx,132,DJI_20260107144855_0134_T.JPG,DJI_20260107144855_0134,ok,8.8,8.8,5.0,0.95,50.0,not_used_unreliable_tat3_export,2026-01-07 14:48:55,2026/01/07 14:48:55,2026/01/07 14:48:55,22.335423,114.265999,M4T,1581F7K3C257S00DV7D3,12.0 mm,f/1.0,640,512,False,,vt_pair,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107144855_0134,HKUST,20260107_Thermal_HKUST,2026-01-07,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107144855_0134_T.JPG,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107144855_0134_V.JPG,2026-01-07 14:48:55,22.33542222222222,114.266,"DJI_20260107144855_0134_T.JPG
DJI_20260107144855_0134_T.JPG
2026/01/07 14:48:55
参数
距离
5 m
空气湿度
50%
发射率
0.95
反射温度
8.8℃
环境温度
8.8℃
图像信息
设备型号
M4T
序列号
1581F7K3C257S00DV7D3
焦距
12.0 mm
光圈
f/1.0
宽度
640
高度
512
创建时间
2026/01/07 14:48:55
修改时间
2026/01/07 14:48:55
经纬度
22.335423, 114.265999
文本注释"
data/local_external/tat3_reports/raw/combined_report__2026_07_15_22_43_23.docx,133,DJI_20260107144900_0135_T.JPG,DJI_20260107144900_0135,ok,8.6,8.6,5.0,0.95,50.0,not_used_unreliable_tat3_export,2026-01-07 14:49:00,2026/01/07 14:49:00,2026/01/07 14:49:00,22.336094,114.266006,M4T,1581F7K3C257S00DV7D3,12.0 mm,f/1.0,640,512,False,,vt_pair,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107144900_0135,HKUST,20260107_Thermal_HKUST,2026-01-07,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107144900_0135_T.JPG,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107144900_0135_V.JPG,2026-01-07 14:49:00,22.33609444444444,114.2660055555556,"DJI_20260107144900_0135_T.JPG
DJI_20260107144900_0135_T.JPG
2026/01/07 14:49:00
参数
距离
5 m
空气湿度
50%
发射率
0.95
反射温度
8.6℃
环境温度
8.6℃
图像信息
设备型号
M4T
序列号
1581F7K3C257S00DV7D3
焦距
12.0 mm
光圈
f/1.0
宽度
640
高度
512
创建时间
2026/01/07 14:49:00
修改时间
2026/01/07 14:49:00
经纬度
22.336094, 114.266006
文本注释"
data/local_external/tat3_reports/raw/combined_report__2026_07_15_22_43_23.docx,134,DJI_20260107144905_0136_T.JPG,DJI_20260107144905_0136,ok,8.4,8.4,5.0,0.95,50.0,not_used_unreliable_tat3_export,2026-01-07 14:49:05,2026/01/07 14:49:05,2026/01/07 14:49:05,22.336769,114.266014,M4T,1581F7K3C257S00DV7D3,12.0 mm,f/1.0,640,512,False,,vt_pair,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107144905_0136,HKUST,20260107_Thermal_HKUST,2026-01-07,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107144905_0136_T.JPG,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107144905_0136_V.JPG,2026-01-07 14:49:05,22.33676944444444,114.2660138888889,"DJI_20260107144905_0136_T.JPG
DJI_20260107144905_0136_T.JPG
2026/01/07 14:49:05
参数
距离
5 m
空气湿度
50%
发射率
0.95
反射温度
8.4℃
环境温度
8.4℃
图像信息
设备型号
M4T
序列号
1581F7K3C257S00DV7D3
焦距
12.0 mm
光圈
f/1.0
宽度
640
高度
512
创建时间
2026/01/07 14:49:05
修改时间
2026/01/07 14:49:05
经纬度
22.336769, 114.266014
文本注释"
data/local_external/tat3_reports/raw/combined_report__2026_07_15_22_43_23.docx,135,DJI_20260107144910_0137_T.JPG,DJI_20260107144910_0137,ok,8.2,8.2,5.0,0.95,50.0,not_used_unreliable_tat3_export,2026-01-07 14:49:10,2026/01/07 14:49:10,2026/01/07 14:49:10,22.337443,114.26602,M4T,1581F7K3C257S00DV7D3,12.0 mm,f/1.0,640,512,False,,vt_pair,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107144910_0137,HKUST,20260107_Thermal_HKUST,2026-01-07,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107144910_0137_T.JPG,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107144910_0137_V.JPG,2026-01-07 14:49:10,22.33744444444444,114.2660194444444,"DJI_20260107144910_0137_T.JPG
DJI_20260107144910_0137_T.JPG
2026/01/07 14:49:10
参数
距离
5 m
空气湿度
50%
发射率
0.95
反射温度
8.2℃
环境温度
8.2℃
图像信息
设备型号
M4T
序列号
1581F7K3C257S00DV7D3
焦距
12.0 mm
光圈
f/1.0
宽度
640
高度
512
创建时间
2026/01/07 14:49:10
修改时间
2026/01/07 14:49:10
经纬度
22.337443, 114.266020
文本注释"
data/local_external/tat3_reports/raw/combined_report__2026_07_15_22_43_23.docx,136,DJI_20260107144915_0138_T.JPG,DJI_20260107144915_0138,ok,8.0,8.0,5.0,0.95,50.0,not_used_unreliable_tat3_export,2026-01-07 14:49:15,2026/01/07 14:49:15,2026/01/07 14:49:15,22.338123,114.266025,M4T,1581F7K3C257S00DV7D3,12.0 mm,f/1.0,640,512,False,,vt_pair,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107144915_0138,HKUST,20260107_Thermal_HKUST,2026-01-07,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107144915_0138_T.JPG,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107144915_0138_V.JPG,2026-01-07 14:49:15,22.33812222222222,114.266025,"DJI_20260107144915_0138_T.JPG
DJI_20260107144915_0138_T.JPG
2026/01/07 14:49:15
参数
距离
5 m
空气湿度
50%
发射率
0.95
反射温度
8.0℃
环境温度
8.0℃
图像信息
设备型号
M4T
序列号
1581F7K3C257S00DV7D3
焦距
12.0 mm
光圈
f/1.0
宽度
640
高度
512
创建时间
2026/01/07 14:49:15
修改时间
2026/01/07 14:49:15
经纬度
22.338123, 114.266025
文本注释"
data/local_external/tat3_reports/raw/combined_report__2026_07_15_22_43_23.docx,137,DJI_20260107144920_0139_T.JPG,DJI_20260107144920_0139,ok,7.9,7.9,5.0,0.95,50.0,not_used_unreliable_tat3_export,2026-01-07 14:49:20,2026/01/07 14:49:20,2026/01/07 14:49:20,22.33879,114.266032,M4T,1581F7K3C257S00DV7D3,12.0 mm,f/1.0,640,512,False,,vt_pair,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107144920_0139,HKUST,20260107_Thermal_HKUST,2026-01-07,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107144920_0139_T.JPG,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107144920_0139_V.JPG,2026-01-07 14:49:20,22.33878888888889,114.2660305555556,"DJI_20260107144920_0139_T.JPG
DJI_20260107144920_0139_T.JPG
2026/01/07 14:49:20
参数
距离
5 m
空气湿度
50%
发射率
0.95
反射温度
7.9℃
环境温度
7.9℃
图像信息
设备型号
M4T
序列号
1581F7K3C257S00DV7D3
焦距
12.0 mm
光圈
f/1.0
宽度
640
高度
512
创建时间
2026/01/07 14:49:20
修改时间
2026/01/07 14:49:20
经纬度
22.338790, 114.266032
文本注释"
data/local_external/tat3_reports/raw/combined_report__2026_07_15_22_43_23.docx,138,DJI_20260107144925_0140_T.JPG,DJI_20260107144925_0140,ok,7.8,7.8,5.0,0.95,50.0,not_used_unreliable_tat3_export,2026-01-07 14:49:25,2026/01/07 14:49:25,2026/01/07 14:49:25,22.339104,114.265958,M4T,1581F7K3C257S00DV7D3,12.0 mm,f/1.0,640,512,False,,vt_pair,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107144925_0140,HKUST,20260107_Thermal_HKUST,2026-01-07,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107144925_0140_T.JPG,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107144925_0140_V.JPG,2026-01-07 14:49:25,22.33910277777777,114.2659583333333,"DJI_20260107144925_0140_T.JPG
DJI_20260107144925_0140_T.JPG
2026/01/07 14:49:25
参数
距离
5 m
空气湿度
50%
发射率
0.95
反射温度
7.8℃
环境温度
7.8℃
图像信息
设备型号
M4T
序列号
1581F7K3C257S00DV7D3
焦距
12.0 mm
光圈
f/1.0
宽度
640
高度
512
创建时间
2026/01/07 14:49:25
修改时间
2026/01/07 14:49:25
经纬度
22.339104, 114.265958
文本注释"
data/local_external/tat3_reports/raw/combined_report__2026_07_15_22_43_23.docx,139,DJI_20260107144930_0141_T.JPG,DJI_20260107144930_0141,ok,7.9,7.9,5.0,0.95,50.0,not_used_unreliable_tat3_export,2026-01-07 14:49:30,2026/01/07 14:49:30,2026/01/07 14:49:30,22.339109,114.265339,M4T,1581F7K3C257S00DV7D3,12.0 mm,f/1.0,640,512,False,,vt_pair,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107144930_0141,HKUST,20260107_Thermal_HKUST,2026-01-07,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107144930_0141_T.JPG,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107144930_0141_V.JPG,2026-01-07 14:49:30,22.33910833333333,114.2653388888889,"DJI_20260107144930_0141_T.JPG
DJI_20260107144930_0141_T.JPG
2026/01/07 14:49:30
参数
距离
5 m
空气湿度
50%
发射率
0.95
反射温度
7.9℃
环境温度
7.9℃
图像信息
设备型号
M4T
序列号
1581F7K3C257S00DV7D3
焦距
12.0 mm
光圈
f/1.0
宽度
640
高度
512
创建时间
2026/01/07 14:49:30
修改时间
2026/01/07 14:49:30
经纬度
22.339109, 114.265339
文本注释"
data/local_external/tat3_reports/raw/combined_report__2026_07_15_22_43_23.docx,140,DJI_20260107144935_0142_T.JPG,DJI_20260107144935_0142,ok,7.9,7.9,5.0,0.95,50.0,not_used_unreliable_tat3_export,2026-01-07 14:49:35,2026/01/07 14:49:35,2026/01/07 14:49:35,22.339115,114.264617,M4T,1581F7K3C257S00DV7D3,12.0 mm,f/1.0,640,512,False,,vt_pair,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107144935_0142,HKUST,20260107_Thermal_HKUST,2026-01-07,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107144935_0142_T.JPG,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107144935_0142_V.JPG,2026-01-07 14:49:35,22.33911388888889,114.2646166666667,"DJI_20260107144935_0142_T.JPG
DJI_20260107144935_0142_T.JPG
2026/01/07 14:49:35
参数
距离
5 m
空气湿度
50%
发射率
0.95
反射温度
7.9℃
环境温度
7.9℃
图像信息
设备型号
M4T
序列号
1581F7K3C257S00DV7D3
焦距
12.0 mm
光圈
f/1.0
宽度
640
高度
512
创建时间
2026/01/07 14:49:35
修改时间
2026/01/07 14:49:35
经纬度
22.339115, 114.264617
文本注释"
